day,all_feats_rolling_avg,all_feats,buildings_rolling_avg,buildings,highways_rolling_avg,highways,amenities_rolling_avg,amenities,users_rolling_avg,users,chapters_rolling_avg,chapters
2017-01-28,7248.5,4289,5598.125,2861,1293.125,1175,51.75,65,32.125,29,11.375,9
2017-01-29,7108.75,2607,5432.625,1468,1346.625,897,52.75,28,32.25,27,10.875,8
2017-01-30,7586.875,6994,5788.625,5168,1467.0,1409,51.125,38,33.625,35,10.75,11
2017-01-31,7037.0,4258,5419.0,2815,1293.875,1153,54.875,85,35.875,46,11.375,14
2017-02-01,6401.25,3917,4838.0,2485,1234.75,1159,53.875,24,36.5,36,11.5,10
2017-02-02,6068.25,10301,4549.75,8995,1203.875,891,66.5,113,38.125,48,11.75,15
2017-02-03,5723.0,7578,4144.125,5569,1271.375,1713,52.875,15,39.625,49,11.5,11
2017-02-04,6018.0,8200,4515.125,6760,1204.625,1240,48.75,22,39.875,49,11.25,12
2017-02-05,6349.75,6943,4813.5,5248,1222.375,1317,48.875,66,40.0,30,11.375,10
2017-02-06,7077.0,8425,5450.5,6564,1291.875,1453,63.5,145,41.625,40,11.625,10
2017-02-07,7538.625,10687,5773.25,7750,1436.0,2562,70.125,91,43.25,48,12.0,14
2017-02-08,8097.125,8726,6134.75,5707,1627.75,2687,65.5,48,44.0,52,12.0,14
2017-02-09,8516.25,7270,6412.625,4708,1779.125,2370,63.875,11,47.25,62,12.875,17
2017-02-10,7923.5,5559,5602.375,2513,2016.875,2793,54.5,38,48.375,57,13.25,18
2017-02-11,7508.0,4254,5127.625,1771,2102.25,2396,52.625,0,48.125,47,13.0,9
2017-02-12,7034.75,4414,4478.375,1566,2285.375,2705,51.125,10,48.25,50,12.625,9
2017-02-13,7022.25,6843,4562.5,5921,2202.5,654,45.375,20,52.625,65,13.25,15
2017-02-14,7223.0,10031,4904.375,9299,2078.125,458,51.25,192,58.0,83,14.375,19
2017-02-15,7249.5,10899,5244.75,10473,1784.125,210,52.5,101,62.5,84,15.0,19
2017-02-16,7616.25,11660,5890.375,10872,1488.875,325,51.75,42,65.625,77,15.75,20
2017-02-17,7728.0,8164,6147.125,6762,1208.875,130,57.125,54,66.875,72,15.625,16
2017-02-18,8195.5,9299,6900.25,8538,913.25,428,56.5,33,68.5,70,15.125,14
2017-02-19,8493.625,6639,7358.375,5436,657.875,353,69.875,107,70.0,59,15.25,10
2017-02-20,9630.5,13509,8661.75,11993,349.375,237,83.625,120,72.0,66,15.75,13
2017-02-21,10771.75,15973,9836.875,15322,309.625,336,87.375,50,74.875,88,16.375,20
2017-02-22,11456.75,15511,10576.75,15218,262.75,83,68.5,41,74.75,82,15.75,14
2017-02-23,11859.25,14119,10947.5,13439,269.125,261,60.25,35,76.25,96,15.375,16
2017-02-24,11665.25,10108,10692.75,8834,277.75,394,57.75,22,77.625,88,14.5,13
2017-02-25,12156.5,12094,11255.5,11264,307.25,366,64.0,104,80.375,94,14.0,12
2017-02-26,12028.625,8276,11153.25,7720,279.75,208,67.25,59,80.0,67,14.0,14
2017-02-27,13047.0,14786,12280.0,14450,250.375,118,54.75,7,81.625,72,14.125,11
2017-02-28,12742.375,11072,12109.5,10629,229.625,71,43.75,32,81.5,65,14.0,12
2017-03-01,11674.875,7433,11104.5,7282,192.5,39,37.75,2,78.875,67,12.625,9
2017-03-02,10549.75,6510,9967.625,6123,206.625,196,32.75,1,77.375,70,12.75,15
2017-03-03,9393.125,4866,8732.125,3555,298.875,999,34.25,47,73.375,64,13.0,18
2017-03-04,9286.5,9255,8702.5,8597,320.125,564,32.625,9,71.375,72,13.125,14
2017-03-05,8634.875,6881,8094.25,6398,298.875,196,23.125,28,67.625,64,13.25,13
2017-03-06,8652.0,8413,8089.5,7682,332.0,473,21.625,47,66.5,58,13.25,14
2017-03-07,7509.375,5645,6921.25,5104,368.75,412,21.375,5,64.25,54,13.625,14
2017-03-08,6995.0,6957,6373.5,6247,434.5,597,21.5,33,63.5,59,13.875,14
2017-03-09,7068.625,8022,6314.875,6813,510.125,644,23.5,18,61.375,50,14.625,15
2017-03-10,6946.125,5530,6104.125,4437,617.25,1053,27.5,33,60.5,63,14.625,15
2017-03-11,6684.75,2775,5990.125,2643,504.125,94,21.875,2,61.0,68,14.25,15
2017-03-12,5936.75,3271,5292.5,3016,451.375,142,23.0,18,55.375,27,14.0,12
2017-03-13,5868.875,6338,5170.75,5424,530.125,826,22.875,27,53.25,47,14.125,14
2017-03-14,5314.25,3976,4647.375,3495,511.75,326,20.5,28,52.25,50,14.875,20
2017-03-15,6055.5,11575,5335.375,10608,556.875,773,32.0,97,52.0,52,15.0,15
2017-03-16,6575.5,11117,5643.625,8713,500.75,148,35.75,63,51.125,52,15.75,20
2017-03-17,6274.5,5614,5422.5,5044,465.5,362,34.25,6,52.5,61,15.75,15
2017-03-18,6034.875,3613,5309.0,3529,341.125,58,30.125,0,49.25,37,15.375,12
2017-03-19,6029.875,2735,5297.0,2547,342.625,106,31.375,12,43.875,25,15.125,13
2017-03-20,6444.75,6590,5692.5,6180,370.375,364,33.0,31,45.625,41,15.875,18
2017-03-21,6589.75,7498,5900.875,7091,303.625,292,36.125,52,46.625,55,16.625,20
2017-03-22,6688.875,4769,6013.875,4399,282.25,155,44.0,91,46.5,49,16.625,20
2017-03-23,5718.75,3814,5085.5,3181,235.625,400,41.125,74,46.25,50,17.0,18
2017-03-24,5318.125,7912,4937.75,7531,241.5,195,42.875,77,48.25,68,17.125,21
2017-03-25,5615.625,7994,5292.25,7880,205.375,73,42.75,5,45.75,41,17.0,14
2017-03-26,5707.25,4346,5359.375,4066,217.0,151,46.0,26,44.75,29,17.375,15
2017-03-27,6196.625,6650,5808.625,6141,232.75,232,54.0,76,46.25,37,18.0,18
2017-03-28,7336.875,15712,6953.875,15342,205.5,146,56.875,54,46.75,45,17.75,16
2017-03-29,7795.375,11166,7409.625,10737,190.25,170,56.625,50,47.125,58,17.625,19
2017-03-30,8681.0,11854,8221.125,10891,183.125,98,49.5,34,49.25,66,17.625,20
2017-03-31,9521.625,10539,9073.875,10003,154.875,174,46.375,49,51.5,68,17.875,20
2017-04-01,9772.0,9915,9309.75,9418,160.625,241,42.0,42,50.625,61,17.5,18
2017-04-02,9926.125,9227,9441.0,8930,157.375,47,43.875,20,49.125,29,17.125,11
2017-04-03,10078.0,5561,9576.5,5150,148.625,81,59.625,152,50.375,39,17.5,18
2017-04-04,10490.875,9953,9915.75,8855,171.5,415,113.5,507,51.875,49,18.25,24
2017-04-05,9706.25,9435,9116.75,8950,176.0,182,124.875,145,53.375,57,18.875,21
2017-04-06,9664.625,10833,9059.75,10281,175.0,162,154.75,289,53.375,58,18.875,19
2017-04-07,10544.75,18895,9830.5,17057,208.5,366,256.25,846,54.625,76,19.25,23
2017-04-08,12595.125,26942,10631.25,16409,197.875,89,1527.5,10219,55.125,72,19.0,18
2017-04-09,13428.375,16581,11376.375,15379,202.75,280,1603.625,651,55.0,60,19.125,19
2017-04-10,14962.125,21497,12810.0,20399,230.625,270,1686.625,684,61.375,80,20.125,19
2017-04-11,17308.875,24335,15108.875,23541,254.375,271,1697.875,242,67.25,86,20.5,21
2017-04-12,19246.5,25454,17123.25,24970,221.125,149,1663.125,229,73.125,96,20.0,20
2017-04-13,21093.125,24208,18965.375,23687,214.5,129,1668.625,189,77.125,89,19.875,20
2017-04-14,22022.625,18269,19737.75,16460,221.75,220,1824.375,1535,80.875,88,20.25,22
2017-04-15,21784.375,16989,19699.375,16750,181.5,44,1720.25,13,79.0,61,18.875,12
2017-04-16,20002.75,12689,18953.625,10443,191.125,166,680.25,1899,76.375,51,18.375,14
2017-04-17,20395.5,19723,19438.75,19260,201.5,363,599.625,6,76.375,60,18.0,16
2017-04-18,20850.0,25133,19941.125,24418,206.75,312,522.25,65,75.0,69,18.0,19
2017-04-19,21682.125,30992,20790.125,30333,193.25,163,494.5,20,75.625,91,18.25,23
2017-04-20,22232.5,29857,21349.0,29441,212.75,305,466.5,5,76.0,99,17.875,17
2017-04-21,23098.75,31138,22227.875,30718,236.0,315,443.75,7,76.0,89,17.375,16
2017-04-22,24528.125,29704,23804.125,29070,271.25,502,253.25,11,78.0,104,16.625,16
2017-04-23,25189.625,22281,24478.0,22141,273.25,60,252.5,7,79.5,73,17.0,15
2017-04-24,25652.375,16391,25175.125,16020,288.125,285,16.375,10,81.875,70,17.75,20
2017-04-25,27955.25,38146,27489.875,37778,271.0,226,19.75,33,87.0,101,18.375,21
2017-04-26,26807.0,15947,26380.625,15544,247.0,120,17.625,48,88.0,77,18.375,19
2017-04-27,25808.875,23007,25402.875,22511,256.75,241,17.125,16,87.875,90,18.5,24
2017-04-28,25511.625,27479,25055.625,26663,283.625,520,18.625,17,85.75,82,18.625,18
2017-04-29,25902.0,34261,25452.75,33895,260.5,130,20.0,18,86.25,93,19.0,19
2017-04-30,25701.125,28097,25279.75,27686,228.875,249,22.875,34,82.375,73,18.875,15
2017-05-01,23561.75,5166,23119.25,4857,246.125,198,24.625,21,76.25,24,18.75,14
2017-05-02,22267.125,6034,21850.75,5872,223.125,101,25.625,18,70.625,25,18.125,15
2017-05-03,18131.25,5059,17728.75,4802,223.125,226,21.875,3,60.875,23,17.625,17
2017-05-04,16633.625,3966,16213.0,3418,261.875,430,20.375,36,53.875,21,16.875,13
2017-05-05,14254.875,3977,13842.125,3544,267.5,286,22.125,30,45.0,19,15.75,15
2017-05-06,11346.875,4215,10997.5,3906,223.75,170,21.75,14,38.625,31,15.375,15
2017-05-07,7481.875,3341,7139.25,3029,232.75,202,20.375,7,29.875,23,14.5,12
2017-05-08,4511.25,4332,4204.5,4208,207.375,46,18.0,15,23.0,18,14.25,13
2017-05-09,4184.0,2548,3879.5,2257,212.875,242,16.375,8,22.5,20,14.5,16
2017-05-10,3906.0,3810,3572.125,3413,242.625,339,18.375,34,22.5,25,14.75,17
2017-05-11,3901.875,5026,3553.75,4655,250.25,287,20.375,19,24.375,38,15.0,19
2017-05-12,4316.375,7282,4010.375,7071,212.75,130,16.5,5,26.125,35,15.75,19
2017-05-13,4437.625,4947,4101.375,4272,250.875,591,16.125,27,28.0,34,16.25,19
2017-05-14,4286.125,3003,3939.0,2607,261.5,255,15.375,8,26.375,18,15.875,12
2017-05-15,4815.625,7577,4464.0,7229,260.875,197,20.125,45,26.5,24,16.25,15
2017-05-16,5007.625,5868,4642.875,5639,271.625,132,20.0,14,27.5,26,16.875,18
2017-05-17,5072.0,3063,4717.5,2854,258.625,138,19.75,6,27.625,21,16.75,15
2017-05-18,5078.625,3863,4738.75,3583,230.625,115,16.5,8,27.625,25,16.75,17
2017-05-19,5178.875,5828,4870.625,5710,202.625,63,14.625,4,26.875,32,16.375,16
2017-05-20,4519.125,2004,4228.875,1937,190.375,32,14.25,2,24.875,19,15.375,11
2017-05-21,4188.625,2303,3972.375,2220,121.0,36,13.75,23,22.875,18,14.5,12
2017-05-22,4523.0,5678,4333.875,5499,96.875,62,15.125,19,23.375,22,15.0,16
2017-05-23,4299.0,5785,4125.375,5561,91.375,153,10.375,7,24.375,32,15.75,21
2017-05-24,4727.625,9297,4528.5,8864,115.375,324,10.5,15,24.5,27,15.875,19
2017-05-25,5194.0,6794,4973.375,6413,133.625,284,10.875,9,24.375,20,16.0,16
2017-05-26,5921.375,9682,5719.25,9550,130.375,89,12.5,21,24.5,26,15.625,14
2017-05-27,6515.875,10584,6156.75,9210,203.75,650,129.5,940,23.625,25,15.5,15
2017-05-28,7056.5,6329,6666.625,6016,222.25,180,139.375,81,23.5,18,15.375,10
2017-05-29,8184.0,11323,7762.125,10984,247.0,234,138.375,15,24.375,25,15.875,16
2017-05-30,9791.125,18535,9331.625,18055,264.25,200,138.375,19,26.875,42,16.125,18
2017-05-31,12549.125,27849,11790.0,25228,317.75,581,142.125,37,28.375,44,16.125,21
2017-06-01,15873.375,35891,14940.875,34071,333.0,446,142.625,19,30.375,43,16.125,19
2017-06-02,20215.0,41527,19252.125,40903,325.75,226,148.0,52,33.125,42,16.5,19
2017-06-03,22384.375,27037,21363.0,26437,353.0,307,151.25,47,33.625,30,16.75,16
2017-06-04,22238.375,9416,21305.5,8750,320.75,392,37.625,31,33.5,24,16.75,15
2017-06-05,23440.0,15942,22495.0,15532,329.625,251,34.125,53,34.75,28,17.375,15
2017-06-06,24953.375,23430,23977.875,22847,344.375,352,39.625,59,35.875,34,17.875,20
2017-06-07,25301.625,21321,24324.5,20828,356.125,294,51.125,111,34.0,27,17.875,18
2017-06-08,24053.5,17864,23340.625,17357,317.875,275,61.375,119,32.0,28,17.625,19
2017-06-09,22461.125,23152,21954.875,22985,271.875,78,65.0,48,30.125,28,17.625,19
2017-06-10,19828.5,20466,19338.125,19969,284.0,323,64.875,51,28.5,29,17.375,17
2017-06-11,18137.125,13506,17690.5,13256,262.0,131,62.25,26,27.75,24,17.25,15
2017-06-12,18981.5,16171,18549.5,15622,267.875,439,63.5,41,28.375,29,17.875,20
2017-06-13,20578.875,28721,20125.5,28140,282.25,366,69.5,101,28.625,30,18.5,20
2017-06-14,20285.875,21086,19859.0,20715,263.0,198,73.625,92,28.125,30,18.0,16
2017-06-15,20067.5,19574,19654.375,19191,252.0,206,76.625,135,29.0,34,18.25,20
2017-06-16,20519.875,21483,20114.75,21040,258.5,327,69.5,62,29.375,31,18.25,19
2017-06-17,20714.625,24710,20286.625,24360,280.625,255,64.875,11,29.5,29,18.25,19
2017-06-18,21559.375,27224,21112.75,26578,277.25,296,69.125,85,29.375,28,18.0,15
2017-06-19,23789.375,31346,23299.875,30753,313.5,421,73.25,59,31.125,38,18.875,22
2017-06-20,25102.625,26677,24412.625,24524,364.125,844,70.625,20,33.625,49,19.0,21
2017-06-21,23810.25,18382,23099.25,17633,379.125,486,64.625,53,35.875,48,19.5,24
2017-06-22,22508.25,10670,21797.875,10304,381.75,219,59.125,48,36.0,31,19.875,19
2017-06-23,21085.625,8193,20053.625,5237,377.625,173,45.75,28,37.25,44,19.75,19
2017-06-24,19077.0,5414,18036.25,4901,349.75,104,43.0,40,36.125,22,19.0,13
2017-06-25,16768.25,6240,15715.25,5792,340.0,177,58.5,135,35.375,23,18.375,14
2017-06-26,15997.625,21059,14941.25,20386,327.75,198,59.125,90,35.625,30,18.5,16
2017-06-27,14060.75,15851,12995.0,15183,322.0,375,67.625,127,36.0,41,18.5,22
2017-06-28,14329.625,28828,13437.375,28063,243.25,214,80.125,120,34.0,33,18.0,17
2017-06-29,14943.5,23293,14106.25,22984,200.25,142,83.75,82,31.125,25,16.625,13
2017-06-30,15811.25,17612,14987.25,17352,184.75,95,82.375,37,30.125,23,15.625,11
2017-07-01,18587.5,30403,18095.625,30104,178.75,125,85.125,50,28.25,29,14.75,12
2017-07-02,19974.375,16509,19510.375,16219,180.375,117,91.375,90,28.375,23,14.5,11
2017-07-03,22111.625,23338,21650.625,22914,191.5,266,87.5,104,30.0,36,15.375,21
2017-07-04,24191.375,37697,23729.625,37018,218.5,414,90.125,111,30.25,32,15.125,14
2017-07-05,24655.875,19567,24164.875,18665,240.0,547,92.75,148,28.75,29,14.25,15
2017-07-06,23759.625,21658,23266.375,20875,285.125,575,90.125,99,28.25,29,14.25,17
2017-07-07,23704.625,22853,23151.5,22065,341.0,589,87.375,60,29.25,33,14.875,18
2017-07-08,23881.5,19027,23307.875,18603,363.625,276,86.125,27,31.25,39,15.875,19
2017-07-09,22734.125,21224,22135.0,20721,394.125,369,87.625,62,31.625,32,17.0,21
2017-07-10,22365.625,13561,21706.75,12793,439.875,483,88.75,99,32.375,29,18.125,20
2017-07-11,22297.375,22792,21572.5,21840,476.875,562,79.25,28,32.375,36,17.875,19
2017-07-12,22110.125,36199,21316.625,34971,497.875,582,79.875,116,33.625,42,19.25,25
2017-07-13,24504.0,38718,23616.375,37063,539.75,882,73.25,95,35.875,47,19.875,20
2017-07-14,24450.125,21227,23421.75,19318,501.875,272,70.5,77,36.875,37,20.0,18
2017-07-15,24768.375,25399,22976.375,18502,470.75,340,68.625,45,39.0,50,20.125,19
2017-07-16,24294.25,15234,21799.875,9191,488.625,419,80.25,120,37.125,24,19.125,11
2017-07-17,23234.5,12746,20498.5,10310,483.25,326,84.25,94,37.5,35,18.625,17
2017-07-18,24323.125,22270,21209.5,18481,487.5,517,79.875,64,39.25,43,19.0,23
2017-07-19,24077.0,20823,20640.375,17287,527.125,879,98.75,179,42.375,61,19.875,26
2017-07-20,21043.875,11934,17668.375,11195,518.125,510,98.625,115,43.25,49,19.0,18
2017-07-21,17335.75,9053,13882.125,6773,465.5,461,99.0,98,41.125,30,18.625,17
2017-07-22,16695.125,16102,13013.625,12370,488.5,456,92.0,21,40.375,31,18.5,17
2017-07-23,15421.25,15208,12462.125,14090,526.875,647,110.75,195,37.625,28,18.25,17
2017-07-24,15697.125,17441,13371.875,16469,552.625,625,114.875,153,38.25,29,19.0,17
2017-07-25,17092.75,23911,14220.875,17102,600.75,711,111.125,64,37.25,27,19.125,18
2017-07-26,17015.375,21651,14480.375,20557,627.875,734,123.625,164,36.375,36,18.875,21
2017-07-27,16564.25,17214,14310.0,15924,644.75,1014,114.875,109,31.75,24,17.25,13
2017-07-28,16269.0,9572,14014.375,8830,625.0,352,104.75,34,29.75,33,18.125,25
2017-07-29,19096.75,31675,16595.25,27420,656.75,715,94.625,17,31.625,45,18.875,23
2017-07-30,21244.125,33281,19082.75,32270,687.375,701,109.125,137,32.25,36,19.75,24
2017-07-31,23150.375,30458,19983.125,21293,684.375,623,94.125,75,33.625,39,20.75,25
2017-08-01,23895.25,23400,20458.5,20272,717.875,893,94.375,155,35.0,40,21.75,25
2017-08-02,23988.375,24656,21209.75,23112,753.125,993,107.875,172,36.25,37,22.375,23
2017-08-03,24215.0,23464,21425.5,22283,774.5,905,101.5,113,37.0,42,23.0,26
2017-08-04,24317.0,18030,21577.875,17143,702.0,434,101.375,108,38.25,34,24.0,21
2017-08-05,26647.75,28218,23870.125,27168,716.25,466,101.625,36,38.25,33,23.5,21
2017-08-06,26217.125,28230,23871.5,27431,697.625,566,102.75,26,37.125,36,23.125,20
2017-08-07,24831.25,22194,22438.5,20806,729.5,956,91.875,50,36.625,32,22.5,19
2017-08-08,23848.0,22592,22452.125,21402,747.0,763,100.25,142,36.5,38,22.625,26
2017-08-09,23986.625,24509,22810.5,23139,741.0,845,91.75,87,35.875,35,22.125,21
2017-08-10,22959.125,16436,21830.25,15270,700.125,666,73.125,23,35.625,35,21.625,19
2017-08-11,21695.5,13355,20654.75,12879,620.0,264,67.0,64,34.375,32,20.5,17
2017-08-12,22512.125,24563,21482.0,23761,610.25,356,57.5,32,34.625,36,20.5,21
2017-08-13,24863.625,47030,23688.625,44821,750.125,1585,60.875,63,39.5,72,21.125,26
2017-08-14,23589.375,18036,22437.75,17424,721.0,333,60.375,22,41.25,50,22.0,27
2017-08-15,21928.75,8909,20878.625,8333,641.125,317,56.625,20,41.625,35,22.375,22
2017-08-16,20997.0,15138,19979.625,14210,621.25,604,48.375,76,41.5,37,22.25,25
2017-08-17,20289.0,18845,19284.875,17581,618.0,819,39.375,15,42.0,39,22.5,23
2017-08-18,19130.0,7164,18175.5,6395,588.875,433,51.5,120,42.25,37,22.75,21
2017-08-19,20040.125,20636,18976.25,19285,614.0,465,44.125,5,42.25,32,22.75,17
2017-08-20,19268.875,18393,18146.0,17119,641.625,577,52.375,98,41.125,27,22.0,15
2017-08-21,16979.5,28715,15889.5,26769,583.875,1123,56.25,94,37.375,42,21.25,20
2017-08-22,17314.5,20716,16091.125,19037,641.0,790,58.5,40,36.0,39,20.5,21
2017-08-23,18941.75,21927,17591.75,20338,677.75,611,68.25,98,36.375,38,20.125,19
2017-08-24,19920.625,22969,18481.375,21327,668.75,532,70.875,97,36.375,37,20.0,24
2017-08-25,18209.375,5155,16855.75,4576,589.25,183,75.625,53,35.5,32,20.25,25
2017-08-26,19689.125,19002,18121.25,16519,594.25,473,62.375,14,34.875,32,20.25,21
2017-08-27,19689.75,20641,18136.75,19409,614.25,625,68.25,52,33.875,24,20.0,15
2017-08-28,20016.0,21003,18467.0,19761,636.875,758,66.5,84,35.0,36,20.75,21
2017-08-29,19325.0,23187,17874.125,22026,584.375,703,60.375,45,33.875,33,20.875,21
2017-08-30,19293.5,20464,17935.5,19528,555.625,560,60.5,41,33.625,37,20.875,21
2017-08-31,17877.0,10595,16629.25,9888,530.0,406,56.625,67,32.625,30,21.125,21
2017-09-01,15274.5,2149,14206.75,1947,475.25,94,47.5,24,30.875,23,20.375,18
2017-09-02,14754.0,991,13737.75,824,466.25,111,45.5,37,28.875,16,18.875,13
2017-09-03,12597.75,1752,11870.5,1581,419.125,96,46.375,21,26.5,13,17.75,12
2017-09-04,11126.125,8868,10509.5,8521,377.625,293,40.625,6,26.0,20,17.875,16
2017-09-05,9000.625,3999,8497.25,3663,311.875,232,32.125,16,24.0,20,17.125,15
2017-09-06,6728.5,5010,6345.5,4812,232.875,71,32.5,48,21.875,16,15.875,11
2017-09-07,4808.375,5103,4506.125,4813,175.25,99,31.125,30,19.625,19,14.75,12
2017-09-08,4399.125,7321,4155.625,7084,131.5,56,28.75,48,19.0,25,14.125,16
2017-09-09,4918.5,6304,4528.0,4926,220.75,808,35.25,76,19.125,24,13.875,16
2017-09-10,5471.75,5417,4930.5,4044,317.625,886,40.25,77,20.125,24,14.25,16
2017-09-11,7844.625,20735,7005.5,18181,522.375,1734,45.75,65,23.125,37,15.375,21
2017-09-12,9139.625,19228,7968.375,16224,744.375,2069,65.875,167,25.25,37,15.75,19
2017-09-13,10545.0,15242,9082.875,12579,930.5,1721,73.5,77,27.625,39,16.0,17
2017-09-14,13285.5,26934,11374.625,23146,1217.0,2363,91.0,188,32.0,51,17.625,24
2017-09-15,14504.25,14853,12512.25,13914,1300.75,769,91.5,34,34.125,36,18.5,19
2017-09-16,15686.375,16778,13459.25,14660,1505.375,1693,89.0,28,34.875,31,18.25,14
2017-09-17,16728.375,14640,14536.875,13547,1492.5,705,82.5,24,34.625,22,17.75,12
2017-09-18,18666.75,20924,16385.625,18834,1589.25,1660,74.875,16,34.375,22,17.125,11
2017-09-19,17559.375,11876,15329.25,9730,1563.5,1528,75.625,71,34.0,34,16.625,17
2017-09-20,17828.875,21384,15643.25,18736,1569.0,2113,60.0,42,33.625,34,16.5,18
2017-09-21,18433.875,20082,16344.75,18191,1558.0,1633,51.125,6,33.25,36,16.75,19
2017-09-22,16458.625,11132,14681.25,9838,1387.125,996,33.875,50,31.625,38,16.0,18
2017-09-23,16961.875,18879,14999.25,16458,1547.25,2050,31.5,15,31.625,36,16.0,19
2017-09-24,16854.5,15919,15079.875,15305,1382.875,378,30.0,16,31.0,26,16.375,17
2017-09-25,16781.875,14059,15001.625,12921,1416.0,970,31.375,35,32.0,30,17.625,22
2017-09-26,15745.125,12630,14051.875,11236,1358.875,1203,32.25,23,34.0,38,19.125,23
2017-09-27,15619.125,10868,14066.125,9844,1262.25,755,24.0,5,33.875,33,19.375,19
2017-09-28,14500.75,12437,13165.75,11533,1077.75,637,20.5,14,35.375,46,19.625,20
2017-09-29,12702.375,5695,11528.125,5090,922.25,389,21.375,13,35.875,40,19.625,19
2017-09-30,12818.5,12061,11673.625,11002,835.875,305,19.125,32,38.5,59,19.5,17
2017-10-01,12373.375,15318,11428.875,14500,635.25,445,19.625,19,36.75,22,19.125,16
2017-10-02,11267.25,7070,10318.0,6418,614.25,210,20.875,26,36.875,27,19.5,20
2017-10-03,10212.625,5622,9349.25,5171,519.375,211,20.375,31,37.0,31,19.5,22
2017-10-04,9089.75,3647,8352.125,3259,386.5,140,22.625,41,35.625,27,19.0,19
2017-10-05,8282.625,4411,7625.125,4028,320.875,230,26.0,32,36.0,36,19.875,26
2017-10-06,7754.5,8212,7042.0,6868,394.875,1229,25.75,12,33.875,29,19.625,18
2017-10-07,8383.875,10730,7635.75,9840,439.375,745,26.0,15,32.375,28,19.5,18
2017-10-08,7609.125,5863,6910.375,5199,458.0,454,25.125,25,28.0,24,20.0,21
2017-10-09,7007.125,10502,6303.5,9645,468.25,527,26.5,30,29.75,36,20.125,17
2017-10-10,7606.375,11864,6805.375,10433,566.125,993,25.25,16,32.375,48,20.75,25
2017-10-11,8305.375,11214,7417.625,10069,669.75,1040,22.0,5,31.875,27,20.375,19
2017-10-12,9854.375,16039,8923.625,15307,697.25,360,19.125,18,33.125,37,21.375,27
2017-10-13,11015.125,13697,10030.75,12885,732.625,513,18.375,26,32.75,33,20.5,19
2017-10-14,12085.875,16778,11186.75,16116,601.75,182,27.5,85,35.375,50,21.125,23
2017-10-15,11856.875,8898,11022.625,8527,534.75,209,29.125,28,34.75,23,21.125,18
2017-10-16,12634.0,12080,11835.75,11704,506.0,224,28.875,23,35.5,30,21.0,20
2017-10-17,11961.375,5121,11202.625,4580,478.5,307,27.875,22,36.125,41,22.0,25
2017-10-18,10940.375,3696,10306.125,3261,382.125,222,31.875,48,34.25,33,21.75,23
2017-10-19,10340.625,6416,9774.25,5814,310.125,464,33.25,16,33.75,23,21.875,20
2017-10-20,8861.25,4204,8267.375,3252,305.625,324,43.125,97,32.375,26,21.0,20
2017-10-21,8911.625,14100,8329.375,13381,301.375,479,47.625,62,32.625,35,21.375,22
2017-10-22,7293.625,3834,6722.125,3258,300.125,172,41.0,32,28.75,19,20.5,16
2017-10-23,6579.875,3188,5973.25,2536,331.0,456,41.5,32,28.75,23,20.75,20
2017-10-24,5791.25,5771,5151.375,5129,341.125,305,41.875,26,28.875,31,20.875,21
2017-10-25,6255.5,8835,5599.875,8168,339.0,290,41.625,20,26.125,19,19.75,16
2017-10-26,7195.25,11214,6551.25,10872,332.625,171,37.25,13,24.75,22,19.125,18
2017-10-27,7564.875,9373,6892.5,8544,323.125,388,47.875,101,25.75,31,19.0,19
2017-10-28,7874.0,6677,7209.0,5784,354.125,572,40.875,41,26.0,28,19.125,21
2017-10-29,6596.875,3883,5951.875,3324,308.875,117,35.25,17,23.75,17,18.25,15
2017-10-30,6968.375,6806,6320.125,6204,325.5,305,34.5,26,24.875,28,18.75,20
2017-10-31,7064.375,3956,6437.375,3474,295.0,212,33.25,22,24.375,19,17.75,12
2017-11-01,6993.5,5204,6392.5,4770,281.75,199,32.5,20,23.5,24,17.25,17
2017-11-02,6226.0,2695,5649.5,2224,273.125,221,30.625,5,24.875,30,18.0,22
2017-11-03,5943.375,8953,5319.25,8230,279.875,225,32.875,31,26.625,36,18.25,20
2017-11-04,5770.5,7990,5129.75,7028,283.125,414,26.75,52,26.25,28,18.25,19
2017-11-05,6030.625,8758,5419.375,8101,250.5,311,23.625,16,25.375,21,17.375,14
2017-11-06,6455.25,7280,5814.0,6481,283.25,379,24.125,21,26.25,24,17.625,17
2017-11-07,6305.375,5607,5620.625,4657,314.0,551,37.75,135,26.25,28,17.375,18
2017-11-08,8401.5,20725,7603.625,19338,381.125,749,40.375,43,27.5,29,18.125,18
2017-11-09,9188.375,11499,8320.625,10506,415.75,476,62.0,193,27.875,27,18.125,17
2017-11-10,10835.375,15871,9777.875,13882,532.375,1154,67.5,49,31.375,58,18.5,25
2017-11-11,10863.625,9179,9790.875,8334,542.375,305,78.875,122,30.125,26,18.0,16
2017-11-12,10285.875,3368,9233.75,2571,534.125,348,76.5,33,29.5,23,17.375,14
2017-11-13,10002.375,6490,8921.375,5602,551.625,451,78.5,32,31.125,34,18.75,25
2017-11-14,9867.875,6204,8805.375,5553,557.125,423,80.5,37,33.375,42,19.5,23
2017-11-15,9835.5,5348,8776.875,4429,549.75,492,64.875,10,41.125,90,20.625,27
2017-11-16,8811.75,12535,7698.75,10713,610.75,1237,65.625,49,45.375,63,22.25,31
2017-11-17,8745.75,10971,7620.875,9883,640.0,710,49.625,65,52.25,82,23.625,28
