chapter_id,week,all_feats,buildings,highways,amenities,other,mappers
1018,2025-08-04,236,71,80,13,72,1
1149,2025-08-11,5,0,1,0,4,1
42,2025-08-11,2981,1,2090,1,889,3
1190,2018-08-20,1771,1579,28,20,144,2
87,2018-08-20,1053,899,124,0,30,5
1132,2018-08-20,1360,923,318,36,83,2
44,2018-08-20,156,154,2,0,0,1
1053,2018-08-20,6977,5522,4,450,1001,3
1029,2018-08-20,1148,794,4,167,183,1
1071,2018-08-20,112,101,0,0,11,1
53,2018-08-20,848,756,21,17,54,3
69,2018-08-20,338,262,36,0,40,3
5,2018-08-20,47350,46770,301,14,265,5
4,2018-08-20,10498,10485,0,1,12,1
44,2018-08-27,74,73,1,0,0,1
4,2018-08-27,13707,12737,319,0,651,1
1190,2018-08-27,1609,1279,50,38,242,2
110,2018-08-27,364,163,200,0,1,3
1132,2018-08-27,1644,1391,119,21,113,2
91,2018-08-27,1094,1039,26,15,14,4
5,2018-08-27,60034,56398,1193,94,2349,8
57,2018-08-27,6,3,1,1,1,1
964,2018-08-27,700,487,107,61,45,1
1075,2018-09-03,17691,17657,33,0,1,3
1,2018-09-03,23671,23576,42,53,0,5
1042,2018-09-03,5576,5083,267,0,226,8
219,2018-09-03,5179,5033,146,0,0,3
1100,2018-09-03,1129,685,348,21,75,1
1190,2018-09-10,853,772,15,20,46,1
110,2018-09-10,230,228,0,0,2,4
5,2018-09-10,12364,11259,402,32,671,9
1132,2018-09-10,1357,1093,205,14,45,2
964,2018-09-10,64,15,11,30,8,1
87,2018-09-10,3838,3825,6,2,5,4
4,2018-09-10,33783,33718,16,49,0,2
5,2018-09-17,23596,20064,1537,48,1947,9
93,2018-09-17,8,6,0,0,2,1
110,2018-09-17,22,14,8,0,0,1
1105,2018-09-17,214,204,0,5,5,1
87,2018-09-17,752,729,16,0,7,4
91,2018-09-17,403,286,39,44,34,4
4,2018-09-17,2787,2386,180,6,215,4
1093,2018-09-17,389,36,0,163,190,1
1069,2018-09-24,477,352,121,4,0,1
1059,2018-09-24,254,254,0,0,0,1
5,2018-09-24,15199,11775,986,16,2422,8
86,2018-09-24,480,470,9,0,1,6
110,2018-09-24,6046,6003,21,11,11,21
1190,2018-09-24,832,670,17,25,120,1
69,2018-09-24,207,146,59,0,2,5
93,2018-09-24,382,329,23,1,29,2
53,2018-09-24,658,647,4,1,6,12
110,2017-06-26,573,573,0,0,0,7
1132,2017-06-26,169,38,73,13,45,1
91,2016-08-29,108,47,37,6,18,1
1132,2016-09-26,83,3,38,23,19,1
91,2016-09-26,221,52,58,13,98,1
44,2016-09-26,348,232,56,0,60,3
1099,2023-12-18,47,41,6,0,0,1
1132,2023-12-18,471,8,91,22,350,2
1057,2023-12-18,183,183,0,1,-1,1
93,2023-12-18,915,743,143,1,28,2
93,2023-12-25,269,167,92,1,9,2
87,2023-12-25,2373,2373,0,1,-1,1
1132,2023-12-25,690,14,268,67,341,2
97,2023-12-25,4155,3878,267,4,6,8
53,2023-12-25,232,3,169,15,45,3
86,2023-12-25,400,96,291,5,8,2
75,2023-04-10,222,196,12,3,11,1
42,2023-04-10,275,174,10,0,91,4
51,2023-04-17,13,3,0,4,6,1
4,2023-04-17,2325,2022,293,1,9,3
1045,2023-04-17,110,109,1,0,0,1
4,2021-12-20,133,81,27,8,17,3
1042,2021-12-27,195,154,39,0,2,5
1043,2024-10-07,10,5,5,3,-3,1
1054,2024-10-07,633,629,0,0,4,2
75,2016-02-29,42,0,0,42,0,1
61,2016-10-03,145,141,1,0,3,4
53,2016-10-17,150,120,6,1,23,3
1096,2016-11-07,1661,1626,20,4,11,2
1087,2016-11-14,470,456,13,0,1,1
75,2016-11-21,39,30,6,0,3,3
1,2016-11-28,472,466,3,0,3,6
72,2022-08-01,50,35,15,0,0,1
81,2022-08-01,62,62,0,0,0,1
1070,2022-08-08,2962,2851,3,0,108,1
1149,2022-08-08,498,491,2,2,3,2
110,2022-08-15,649,627,18,0,4,3
1185,2021-03-01,7,0,3,1,3,1
1070,2025-05-26,330,319,7,0,4,1
61,2025-06-09,17,0,0,0,17,1
960,2025-06-09,1479,1449,26,0,4,2
60,2025-06-09,189,165,20,0,4,2
1059,2025-06-09,581,544,29,0,8,3
53,2025-06-09,777,5,720,17,35,4
123,2025-06-09,1377,1327,10,6,34,2
108,2025-06-09,943,939,4,0,0,1
1099,2017-05-01,7,5,2,0,0,1
964,2017-05-08,21,3,1,3,14,1
94,2023-11-13,105,102,0,0,3,2
1036,2023-11-20,78,34,32,0,12,1
91,2023-11-20,50,5,12,11,22,1
71,2023-11-27,359,353,5,0,1,3
58,2023-11-27,16,0,15,0,1,1
46,2023-12-04,293,290,3,0,0,1
110,2023-12-04,302,269,26,0,7,4
77,2023-12-04,350,307,32,0,11,1
1284,2023-12-11,657,578,78,0,1,3
50,2022-08-08,1196,1164,26,4,2,1
1145,2022-08-08,2,0,0,2,0,1
50,2023-12-11,1,0,0,1,0,1
168,2023-07-24,78,62,16,0,0,1
53,2023-07-31,244,25,58,49,112,6
86,2023-07-31,41,35,0,6,0,3
75,2023-08-07,130,120,9,0,1,2
1054,2020-05-04,42,41,0,0,1,1
1100,2018-08-06,621,388,43,158,32,1
1099,2018-08-13,204,201,2,0,1,1
69,2018-08-13,77,30,0,0,47,2
110,2017-05-15,6299,6240,59,0,0,4
53,2017-05-15,2034,2011,10,0,13,10
5,2017-05-15,580,579,1,0,0,2
50,2017-05-22,76,71,0,4,1,1
1096,2017-05-22,12811,12795,15,0,1,1
1075,2017-05-22,2183,2178,0,0,5,4
1043,2017-05-22,438,364,42,15,17,2
75,2017-05-22,119,118,1,0,0,4
1098,2017-05-22,1542,1343,91,32,76,7
1085,2017-05-22,15,15,0,0,0,1
1,2017-05-22,10910,10910,0,0,0,11
1076,2017-05-22,20,8,12,0,0,1
56,2017-05-22,160,159,1,0,0,2
1,2017-05-29,81545,81520,18,0,7,13
1096,2017-05-29,12366,12346,16,0,4,1
1075,2017-05-29,32612,32611,0,0,1,8
1042,2017-05-29,7832,3527,550,21,3734,11
219,2017-05-29,6360,6359,0,0,1,2
1098,2017-05-29,1249,973,193,42,41,3
4,2017-06-05,9021,8248,677,22,74,2
58,2017-06-05,29,21,8,0,0,1
91,2017-06-05,473,353,60,29,31,1
5,2017-06-05,2220,2106,106,0,8,3
110,2017-06-05,419,417,2,0,0,3
1132,2017-06-05,191,2,135,25,29,1
1075,2017-06-12,25132,25131,0,0,1,7
1098,2017-06-12,1563,1105,51,361,46,2
1096,2017-06-12,11245,11235,10,0,0,2
1074,2017-06-12,2448,2448,0,0,0,1
1,2017-06-12,87109,87096,8,0,5,10
1085,2017-06-12,156,155,0,0,1,1
219,2017-06-12,568,568,0,0,0,1
1073,2017-06-12,198,191,7,0,0,2
50,2017-06-12,140,124,0,6,10,1
44,2017-06-19,1271,1134,131,0,6,6
5,2017-06-19,9824,9358,418,0,48,3
110,2017-06-19,2137,2090,47,0,0,4
77,2020-03-30,25,24,0,1,0,1
1059,2025-01-13,383,383,0,0,0,5
1053,2025-01-13,49,0,0,0,49,1
77,2025-01-20,398,379,18,0,1,2
1059,2025-01-20,302,1,277,0,24,6
285,2025-01-20,1675,0,1223,8,444,1
219,2025-01-27,15,15,0,0,0,1
1188,2025-02-03,350,88,261,1,0,2
960,2025-02-03,1843,1702,141,0,0,4
61,2025-02-03,20,0,0,0,20,1
1074,2017-08-07,330,330,0,0,0,2
216,2023-09-11,11,10,0,0,1,1
62,2023-09-18,109,0,0,0,109,1
91,2023-09-18,85,6,56,9,14,1
964,2024-01-29,351,7,171,17,156,1
63,2024-01-29,827,822,4,0,1,1
1,2024-02-05,232,226,2,1,3,2
216,2024-02-05,932,920,12,0,0,1
1054,2024-02-12,760,759,1,0,0,1
42,2023-11-06,182,168,12,0,2,5
1063,2023-11-06,10,10,0,0,0,1
1095,2023-11-06,23,3,16,1,3,2
1132,2021-06-07,469,380,60,6,23,2
110,2021-06-07,5,4,1,0,0,1
1053,2021-06-14,225,3,0,63,159,1
115,2021-06-14,177,131,42,0,4,2
91,2021-06-14,66,48,2,9,7,4
1049,2021-06-21,466,342,115,0,9,1
110,2021-06-21,852,802,13,7,30,4
89,2022-04-04,1,1,0,0,0,1
1099,2022-04-11,426,423,2,0,1,2
69,2022-04-11,187,180,2,0,5,1
64,2022-04-11,35,35,0,0,0,1
51,2022-04-11,94,94,0,0,0,1
46,2022-04-18,239,239,0,0,0,1
4,2022-04-18,3776,602,940,408,1826,3
4,2018-05-21,197327,197221,52,574,-520,3
1043,2018-05-28,2,1,0,1,0,1
964,2024-12-23,1585,50,388,8,1139,1
91,2024-12-30,261,50,161,16,34,1
4,2024-12-30,93,27,0,2,64,2
46,2024-12-30,173,158,0,0,15,1
1115,2024-12-30,279,274,5,0,0,1
42,2025-01-06,660,251,319,0,90,2
2,2025-01-06,343,316,17,0,10,4
135,2025-01-06,22,21,1,0,0,1
1065,2023-04-10,64,61,3,0,0,2
1022,2023-04-10,179,132,28,6,13,1
71,2023-04-17,234,213,9,6,6,2
1100,2020-12-07,41,5,12,7,17,1
1043,2020-12-07,53,38,2,0,13,1
965,2024-09-23,391,214,75,0,102,2
1063,2024-09-30,14,12,1,0,1,1
90,2024-09-30,83,83,0,0,0,1
1102,2024-10-07,296,239,53,1,3,2
1054,2024-02-05,836,831,5,0,0,3
128,2024-02-12,277,259,9,9,0,4
1100,2023-05-22,7,1,0,5,1,1
44,2023-05-29,8516,8349,141,0,26,8
110,2023-05-29,1907,1757,99,23,28,7
1003,2023-05-29,707,581,119,0,7,4
63,2023-05-29,1855,1635,85,95,40,2
151,2023-05-29,2479,2211,113,29,126,4
964,2023-05-29,1003,67,593,91,252,3
91,2023-05-29,462,43,384,15,20,1
1043,2023-06-05,1605,299,23,0,1283,2
1070,2023-06-05,1374,1108,63,21,182,1
3,2023-06-05,3767,3611,57,13,86,6
1042,2023-06-05,608,450,92,0,66,2
57,2024-09-30,1,0,0,1,0,1
5,2024-10-07,25,1,22,0,2,1
1132,2024-02-05,352,16,108,8,220,2
97,2024-02-05,48,48,0,0,0,2
1071,2024-02-05,100,88,12,0,0,2
285,2024-02-12,47,0,47,0,0,1
1115,2024-02-12,25,25,0,0,0,2
87,2023-05-22,988,976,11,0,1,1
3,2023-05-29,3248,3117,42,23,66,7
49,2023-05-29,1125,1054,38,0,33,4
168,2023-05-29,52,41,0,0,11,1
1100,2023-05-29,5,0,0,3,2,1
1098,2023-05-29,2746,2190,92,347,117,9
1003,2023-06-05,437,260,100,1,76,4
1011,2023-06-05,3445,3131,159,15,140,17
124,2023-06-05,49,49,0,0,0,2
88,2023-06-05,2422,1657,10,0,755,4
63,2023-06-05,550,340,21,99,90,2
46,2023-06-05,1223,1177,31,2,13,3
93,2023-06-05,785,278,112,0,395,2
60,2023-06-05,57,55,2,0,0,1
110,2023-06-05,2558,2189,147,94,128,10
1132,2023-06-05,407,30,220,51,106,2
91,2023-06-05,156,25,70,12,49,2
86,2023-06-05,2281,2093,152,33,3,3
53,2023-11-06,156,17,29,49,61,4
75,2024-06-17,1205,507,627,0,71,1
92,2024-06-24,508,496,11,0,1,1
92,2024-02-05,1014,1009,4,0,1,1
58,2024-02-05,155,154,1,0,0,1
1210,2024-02-12,9,1,0,2,6,1
1072,2016-11-28,1,0,0,0,1,1
1053,2023-11-06,44,0,44,0,0,1
1057,2023-11-13,1884,1884,0,0,0,4
1100,2021-12-20,56,2,2,6,46,1
72,2020-12-07,77,71,6,0,0,1
88,2024-10-07,1961,378,52,3,1528,3
63,2023-09-11,179,172,4,0,3,1
58,2023-09-11,47,18,27,0,2,1
60,2023-09-11,20,17,2,0,1,1
1206,2023-09-11,3,3,0,0,0,1
111,2024-02-05,48,21,20,1,6,1
96,2024-02-05,499,496,1,0,2,1
964,2024-02-05,90,10,34,3,43,1
964,2024-02-12,330,7,27,96,200,2
57,2024-02-12,8,0,0,2,6,1
1012,2024-02-12,1148,982,22,0,144,2
4,2023-10-30,384,210,136,0,38,2
115,2023-11-13,153,147,4,0,2,3
91,2016-12-26,150,2,142,1,5,1
1629,2025-11-17,146,0,145,0,1,1
128,2025-11-03,652,641,6,2,3,2
1583,2025-11-03,121,109,12,0,0,2
1042,2019-01-21,3288,3244,33,1,10,2
1100,2019-01-21,237,156,54,9,18,1
1065,2019-01-21,230,185,32,4,9,2
58,2019-02-04,1097,424,584,0,89,3
91,2019-02-04,1139,92,73,39,935,1
1102,2025-10-27,104,46,40,3,15,2
1149,2025-10-27,2,0,2,0,0,1
216,2025-11-03,1112,1081,31,0,0,1
50,2025-11-03,684,682,1,0,1,3
1018,2025-11-03,82,32,30,0,20,1
1071,2025-04-28,860,849,7,0,4,1
1484,2025-04-28,63,39,20,0,4,1
960,2025-04-28,37,36,0,1,0,1
285,2025-04-28,1386,2,898,19,467,1
1629,2025-04-28,1031,537,461,1,32,1
1059,2025-05-05,435,435,0,0,0,5
1095,2025-05-12,819,1,541,1,276,1
1149,2025-05-12,1,0,0,1,0,1
49,2025-05-12,11,9,1,0,1,1
1147,2025-05-12,76,61,11,0,4,1
1105,2021-07-12,751,696,49,0,6,1
71,2021-07-12,4,0,0,0,4,1
100,2021-07-12,25,19,2,0,4,1
46,2021-07-12,201,197,0,7,-3,1
1099,2021-07-19,543,467,68,0,8,1
63,2021-07-19,24,14,10,0,0,1
1042,2021-07-26,275,267,0,0,8,2
1048,2021-07-26,332,328,2,1,1,1
1,2021-07-05,7484,743,109,0,6632,3
1065,2021-07-05,72,4,1,0,67,2
43,2021-07-05,11,3,6,2,0,2
1149,2021-07-05,13,3,2,8,0,1
51,2021-07-12,976,972,2,1,1,1
69,2021-07-12,1,0,0,0,1,1
97,2021-07-19,40,23,4,4,9,1
77,2021-07-19,89,64,1,11,13,2
81,2021-07-19,4035,4015,1,0,19,1
1105,2021-07-19,948,849,85,0,14,1
1042,2021-01-18,2226,2162,41,3,20,3
75,2021-01-18,1382,1382,0,0,0,1
91,2015-12-21,14,0,12,0,2,1
1096,2016-01-11,146,4,27,1,114,2
86,2022-08-08,326,225,65,0,36,5
1022,2022-08-15,273,211,46,0,16,1
49,2022-08-15,29,23,5,0,1,1
91,2025-07-14,21,4,3,9,5,1
964,2025-07-14,149,13,76,16,44,1
92,2025-07-14,58,58,0,0,0,1
44,2025-07-21,382,308,51,4,19,2
87,2025-07-21,127,126,0,0,1,1
1629,2025-07-28,674,268,64,15,327,1
151,2025-07-28,145,119,9,16,1,2
1135,2024-02-12,326,324,2,0,0,1
1070,2021-01-11,303,244,48,2,9,1
219,2021-01-11,329,319,8,0,2,2
42,2021-01-11,778,558,210,0,10,2
49,2021-01-18,410,406,3,0,1,1
1,2021-01-18,5362,5182,8,28,144,3
1085,2015-12-14,216,214,2,0,0,1
57,2015-12-21,36,24,6,4,2,1
53,2015-12-21,81,48,29,1,3,1
1312,2020-04-20,15,5,0,8,2,1
1085,2015-12-28,65,65,0,0,0,1
4,2025-08-18,99,37,0,0,62,1
71,2025-08-18,309,309,0,0,0,1
1482,2025-08-18,1452,0,969,2,481,2
91,2025-08-18,162,0,125,1,36,1
53,2025-08-18,360,0,347,2,11,3
49,2025-08-25,27,27,0,0,0,1
1070,2025-08-25,1724,1710,10,0,4,1
1482,2025-09-01,751,0,525,1,225,1
110,2025-09-08,1952,1819,102,9,22,9
1057,2020-12-07,87,85,2,0,0,1
1018,2022-12-26,2,0,2,0,0,1
1102,2022-12-26,480,32,299,45,104,2
49,2022-12-26,55,5,40,0,10,2
958,2022-12-26,286,275,11,0,0,1
1284,2023-01-02,43,43,0,0,0,1
1149,2023-01-02,15,15,0,0,0,1
44,2023-01-09,4452,4416,10,0,26,6
1,2019-10-07,858,837,20,0,1,1
1098,2019-10-07,299,279,4,4,12,4
1132,2019-10-14,66,43,9,6,8,2
63,2019-10-14,1,1,0,0,0,1
1,2019-10-21,72,0,72,0,0,2
1,2019-12-23,336,269,2,4,61,1
216,2019-12-23,528,528,0,0,0,1
56,2019-12-23,1,0,0,1,0,1
1054,2019-12-30,42,35,6,0,1,1
1081,2020-01-13,523,7,162,0,354,1
57,2020-01-20,11,11,0,0,0,1
81,2022-08-08,47,43,0,0,4,1
59,2022-08-08,295,295,0,0,0,2
53,2022-08-08,26,4,5,5,12,2
75,2022-08-15,48,47,0,0,1,1
965,2022-08-15,41,15,15,10,1,1
50,2021-01-18,117,85,10,35,-13,2
75,2022-03-07,7516,7256,259,0,1,2
4,2022-03-14,885,13,116,719,37,2
1132,2022-03-14,715,406,200,44,65,2
964,2022-03-14,8184,681,7365,84,54,1
87,2022-03-14,10858,10611,111,1,135,5
1422,2025-07-28,15,15,0,0,0,2
57,2025-07-28,121,16,63,3,39,1
50,2020-01-13,5,5,0,0,0,1
1070,2022-03-21,2521,2500,10,1,10,1
1065,2022-03-21,102,95,0,3,4,3
1073,2022-03-28,217,215,2,0,0,4
1070,2022-03-28,5558,5549,5,0,4,1
1105,2022-04-04,3032,2139,517,9,367,3
117,2022-04-04,1139,1131,2,2,4,3
964,2022-04-04,1279,0,1260,1,18,1
1038,2025-02-24,2,0,0,2,0,1
61,2025-02-24,55,0,0,0,55,1
88,2025-02-24,2197,1986,112,15,84,2
964,2025-03-03,14,0,2,8,4,2
93,2025-03-03,1032,828,175,1,28,3
1059,2025-03-03,364,363,0,0,1,6
130,2025-03-03,129,91,22,2,14,1
1128,2025-03-03,83,30,37,10,6,11
46,2025-03-03,432,391,34,0,7,1
1098,2025-03-10,217,133,30,0,54,4
1102,2025-03-10,86,43,37,1,5,2
99,2025-03-10,68,68,0,0,0,1
1524,2025-03-10,807,801,6,0,0,1
53,2025-03-17,140,23,79,16,22,3
964,2025-03-17,420,130,51,3,236,1
97,2025-03-17,1744,1677,65,0,2,2
1484,2025-03-17,52,4,36,1,11,1
42,2025-03-24,188,0,146,0,42,1
97,2025-04-28,226,214,12,0,0,4
1115,2025-05-05,2,1,0,0,1,1
964,2025-05-05,149,18,80,9,42,1
1068,2025-05-12,720,689,27,0,4,3
1070,2025-05-12,1163,1041,8,92,22,1
1,2025-05-12,597,588,9,1,-1,1
66,2025-05-12,248,124,87,33,4,3
1063,2025-04-21,183,181,2,0,0,1
50,2025-04-21,70,66,1,2,1,4
1226,2025-04-21,7,7,0,0,0,2
1105,2025-05-05,1,0,0,1,0,1
1053,2025-05-05,147,145,0,0,2,1
128,2025-05-12,125,86,31,5,3,3
42,2025-05-12,1280,284,717,0,279,7
50,2025-05-12,36,33,3,0,0,1
1038,2020-04-13,212,196,12,0,4,1
3,2021-11-15,9317,8733,232,4,348,6
1,2021-11-15,4917,4636,52,0,229,4
98,2021-11-15,40,36,3,1,0,1
44,2021-11-22,2067,2045,18,0,4,6
4,2021-11-22,2551,2283,140,2,126,2
111,2021-11-22,508,62,434,1,11,3
67,2021-11-22,5224,5122,78,12,12,4
1102,2021-11-29,338,52,266,18,2,4
1099,2021-12-13,176,163,1,0,12,1
91,2021-12-13,196,180,9,0,7,1
44,2021-12-13,2212,2203,9,0,0,5
110,2021-11-22,4276,4177,75,3,21,4
80,2021-11-29,221,132,70,0,19,3
257,2021-11-29,333,330,3,0,0,2
75,2021-11-29,2085,2073,8,0,4,3
1042,2021-11-29,212,205,3,1,3,2
75,2021-12-06,318,299,12,3,4,3
42,2021-12-06,2,1,0,1,0,2
99,2021-12-06,25,18,5,0,2,1
62,2021-12-13,16,16,0,0,0,1
121,2021-06-21,150,0,12,0,138,2
86,2021-06-28,846,787,59,0,0,2
57,2021-06-28,259,86,37,1,135,2
110,2021-06-28,567,557,1,6,3,2
100,2021-06-28,1087,784,260,0,43,13
1149,2019-08-12,1,0,0,1,0,1
285,2025-10-20,678,2,343,23,310,1
1482,2025-10-20,166,92,74,0,0,1
1041,2025-10-27,638,581,35,0,22,3
89,2020-03-16,5,0,0,5,0,4
1102,2015-11-09,139,0,136,0,3,1
1132,2015-11-23,83,2,54,5,22,1
91,2020-06-22,91,42,29,8,12,1
119,2020-06-29,339,226,30,77,6,3
1043,2025-05-19,2859,2133,85,2,639,6
3,2025-05-19,3419,3405,3,6,5,5
128,2025-05-19,6,4,1,1,0,2
1054,2025-05-19,1525,1510,8,5,2,5
1095,2025-05-19,2722,49,1834,2,837,2
1098,2025-05-19,596,562,14,0,20,3
1070,2025-05-19,1141,1117,4,8,12,1
1524,2025-05-19,534,524,10,0,0,2
1482,2025-05-26,3972,0,2820,2,1150,2
53,2025-05-26,533,1,488,10,34,5
1484,2025-05-26,28,20,6,1,1,1
97,2025-05-26,1679,1623,55,0,1,2
1071,2025-05-26,1807,1772,21,8,6,1
63,2025-05-26,184,179,3,0,2,1
151,2025-05-26,170,162,0,7,1,1
91,2019-02-11,828,300,262,52,214,2
58,2019-02-11,449,237,138,8,66,5
58,2019-02-18,1219,1142,44,0,33,4
1093,2019-02-18,25,24,0,3,-2,1
2,2019-02-25,4,4,0,0,0,3
1081,2019-02-25,688,154,231,0,303,2
1098,2019-02-25,5936,5851,35,81,-31,3
1,2019-02-25,1147,1147,0,0,0,3
1041,2019-02-25,4,3,1,0,0,1
1070,2019-02-25,7,7,0,0,0,1
1098,2019-03-04,772,688,34,1,49,3
1054,2019-03-04,1044,798,113,20,113,4
58,2019-03-11,1678,1126,35,1,516,6
86,2019-03-11,564,564,0,0,0,3
1004,2019-03-18,19,0,16,0,3,1
1054,2022-12-26,573,573,0,0,0,2
1075,2023-01-02,1047,1039,8,0,0,1
42,2023-01-02,109,91,10,12,-4,4
216,2021-01-04,766,764,2,0,0,1
1042,2021-01-04,2543,2522,1,0,20,2
1100,2022-08-15,6,0,0,5,1,1
97,2025-08-18,372,333,39,0,0,3
1629,2025-08-18,263,0,44,1,218,1
77,2025-08-18,378,222,73,13,70,1
151,2025-08-18,2,0,0,2,0,1
130,2025-09-01,48,47,1,0,0,1
86,2018-12-24,36923,36898,14,4,7,3
87,2018-12-24,2877,2687,157,0,33,2
1053,2018-12-24,518,456,30,0,32,2
1072,2019-01-07,32,32,0,0,0,1
285,2019-01-07,41,41,0,0,0,1
1096,2018-02-12,5775,5770,2,1,2,2
1098,2018-02-12,2041,1804,185,12,40,4
219,2018-02-12,338,16,0,259,63,1
219,2018-02-19,2942,9,1,2768,164,1
1100,2018-02-19,657,11,3,12,631,1
1095,2018-02-19,131,8,17,0,106,1
1075,2018-02-19,96,96,0,0,0,1
66,2018-02-19,648,491,156,0,1,2
5,2018-02-26,49661,48613,498,16,534,9
72,2018-02-26,560,381,154,6,19,2
1071,2018-02-26,1230,925,178,1,126,7
4,2018-02-26,9164,9052,93,0,19,3
1095,2018-03-05,1722,1667,50,1,4,7
1098,2018-08-27,1641,713,760,0,168,3
86,2018-09-03,132,131,1,0,0,3
1,2018-09-10,2356,1881,245,144,86,5
1100,2018-09-10,328,89,140,91,8,1
95,2018-09-17,403,394,8,1,0,1
2,2018-09-17,147,107,38,0,2,2
1098,2020-05-25,1153,1028,119,0,6,5
1049,2020-06-08,292,230,62,0,0,1
1132,2020-06-08,2063,1679,235,28,121,2
1132,2016-06-27,239,2,189,11,37,1
1087,2016-07-04,602,568,34,0,0,7
91,2016-07-04,281,11,194,28,48,1
219,2025-03-24,164,163,1,0,0,2
130,2025-03-31,866,7,1,470,388,1
44,2025-03-31,1047,1045,2,0,0,2
944,2025-03-31,84,83,1,0,0,1
71,2020-12-14,17,0,0,14,3,1
1100,2021-01-04,216,88,37,17,74,1
2,2021-01-04,14,11,0,1,2,3
53,2025-03-03,75,2,22,3,48,3
216,2021-11-15,24,24,0,0,0,1
50,2021-11-29,89,83,1,1,4,1
60,2021-12-13,15,10,5,0,0,1
89,2020-05-25,234,234,0,1,-1,3
53,2020-06-08,273,74,162,20,17,4
50,2016-07-18,1227,1227,0,0,0,1
1102,2025-11-03,74,69,5,0,0,1
1524,2025-11-03,1695,1433,22,2,238,5
60,2025-11-10,803,687,112,0,4,1
91,2025-11-10,143,2,105,5,31,1
1098,2023-11-20,84,60,13,0,11,4
135,2023-11-27,276,210,43,6,17,1
1,2023-11-27,8,1,0,5,2,1
1022,2023-12-04,98,32,20,0,46,1
1289,2023-12-11,175,172,3,0,0,11
1099,2023-12-11,74,68,6,0,0,1
71,2023-12-11,16,7,5,0,4,2
96,2023-12-11,119,119,0,0,0,2
179,2021-03-01,92,87,2,3,0,2
90,2017-04-17,282,282,0,0,0,1
57,2017-04-24,26,26,0,0,0,1
1043,2017-05-08,111,87,22,2,0,2
110,2018-06-11,1990,1982,4,0,4,2
5,2018-06-11,14986,6666,1050,17,7253,7
87,2018-06-11,5077,4239,52,0,786,8
57,2018-06-11,23,21,2,0,0,2
1132,2018-06-11,429,203,188,14,24,2
87,2018-06-18,9193,8027,209,7,950,10
91,2018-06-18,2997,1772,883,96,246,2
1190,2018-06-18,21471,21365,1,0,105,2
86,2018-06-18,996,990,5,0,1,5
4,2018-06-18,4750,3105,547,5,1093,1
5,2018-06-18,19100,9455,1652,92,7901,7
53,2018-06-18,763,500,63,35,165,5
1132,2018-06-18,1337,1085,186,27,39,2
1081,2018-06-25,2016,976,438,11,591,2
95,2018-06-25,237,199,15,2,21,8
66,2018-07-02,133,113,18,0,2,1
1098,2018-07-02,3420,1642,1643,9,126,9
219,2018-07-02,985,779,37,4,165,9
1098,2018-07-09,2123,552,1544,2,25,4
2,2018-07-09,265,252,7,0,6,4
1046,2018-07-09,135,115,19,0,1,1
1149,2018-07-09,532,52,153,40,287,1
110,2018-07-16,1408,1396,7,1,4,2
1190,2018-07-16,8287,8286,1,0,0,2
1086,2018-07-16,523,327,64,0,132,2
72,2018-07-16,115,1,0,0,114,1
91,2018-07-16,4465,3941,223,49,252,2
1132,2018-07-16,1469,801,483,29,156,2
4,2018-07-23,32813,32364,161,8,280,2
5,2018-07-23,41101,36959,1221,16,2905,6
116,2020-06-01,66,56,5,0,5,2
1190,2020-06-01,132,123,9,0,0,1
57,2020-06-08,81,79,0,0,2,3
964,2020-06-08,2121,14,441,34,1632,1
91,2020-06-08,140,80,35,11,14,1
1068,2017-08-28,736,707,28,0,1,1
77,2025-05-26,7496,6897,417,16,166,3
61,2025-05-26,55,0,1,0,54,1
88,2025-06-02,10,0,9,0,1,1
960,2025-06-02,1413,1393,16,0,4,3
1135,2025-06-02,39,38,1,0,0,1
86,2025-06-02,1,1,0,0,0,1
66,2025-06-09,354,310,32,0,12,2
208,2025-06-09,77,77,0,0,0,1
964,2025-06-16,2104,1724,230,10,140,2
44,2025-06-23,27,27,0,0,0,1
285,2025-02-24,107,0,94,0,13,1
1629,2025-02-24,164,0,4,0,160,1
88,2025-03-03,1325,984,88,5,248,1
60,2025-03-17,338,228,93,7,10,2
1629,2025-03-17,214,0,6,1,207,1
1054,2025-03-24,593,593,0,0,0,4
53,2018-06-11,470,41,217,71,141,2
44,2018-06-11,132,130,1,0,1,2
91,2018-06-11,2373,1913,355,42,63,3
110,2018-06-18,410,398,3,10,-1,2
57,2018-06-18,6,0,0,4,2,1
1086,2018-06-18,659,654,2,0,3,3
1193,2018-06-25,1,0,0,1,0,1
219,2018-06-25,99,16,55,0,28,2
1043,2018-06-25,2757,2705,2,22,28,3
1085,2018-06-25,248,242,6,0,0,1
2,2018-07-02,712,691,10,2,9,4
1043,2018-07-09,485,89,240,51,105,3
5,2018-07-16,24718,22001,636,12,2069,7
87,2018-07-16,354,351,3,0,0,2
48,2023-11-13,12,12,0,0,0,1
1224,2023-11-27,73,73,0,0,0,2
99,2021-01-11,24,16,3,3,2,1
57,2016-01-18,139,139,0,0,0,1
1100,2023-11-27,5,0,0,4,1,1
219,2020-12-21,93,47,15,8,23,3
1042,2020-12-21,1977,1910,4,16,47,2
1105,2025-03-03,822,597,221,0,4,2
1284,2025-03-10,475,468,5,0,2,1
46,2025-03-17,371,320,46,0,5,1
