chapter_id,week,all_feats,buildings,highways,amenities,other,mappers
1132,2019-04-22,1348,694,541,29,84,2
1050,2019-04-22,231,212,12,0,7,3
1132,2019-04-29,3540,2290,1072,8,170,2
4,2019-05-06,3975,3085,197,0,693,2
964,2019-05-06,157,51,14,8,84,1
5,2019-05-06,21236,19102,497,0,1637,6
110,2019-05-06,182,155,19,1,7,2
1132,2019-05-06,2788,1960,663,8,157,2
110,2019-05-13,758,658,74,0,26,2
1086,2019-05-13,163,125,22,0,16,1
1055,2019-05-13,481,0,217,0,264,1
72,2019-05-13,290,51,2,100,137,1
91,2020-02-17,347,111,88,82,66,1
4,2020-02-17,14732,13724,40,0,968,3
81,2020-02-17,5764,80,214,7,5463,1
44,2020-02-17,1035,962,54,0,19,6
1132,2020-02-17,1082,907,96,19,60,2
63,2020-02-17,1826,1696,123,0,7,1
61,2020-02-17,278,278,0,0,0,4
110,2020-02-17,10289,10152,113,6,18,22
91,2020-02-24,1848,97,16,40,1695,2
1132,2020-02-24,1097,876,156,34,31,3
110,2020-02-24,15266,14740,495,2,29,17
44,2020-02-24,1201,1169,24,0,8,4
5,2020-02-24,9108,8260,375,10,463,4
63,2020-02-24,534,438,93,0,3,1
81,2020-02-24,1927,0,39,2,1886,1
1098,2020-03-02,2396,2240,67,21,68,7
1149,2020-03-02,10,2,5,0,3,1
44,2020-03-09,1061,901,138,0,22,2
110,2020-03-09,9474,8989,88,7,390,9
1132,2020-03-09,2550,2447,70,12,21,2
1098,2020-03-16,1054,993,9,28,24,3
44,2022-08-22,34372,33506,834,0,32,13
93,2022-08-22,27761,26781,712,0,268,1
1099,2022-08-22,3,3,0,0,0,1
87,2022-08-22,32568,31998,545,0,25,2
67,2022-08-22,6220,6145,51,0,24,9
110,2022-08-22,2086,2081,1,0,4,8
77,2022-08-22,384,342,1,37,4,7
71,2022-08-22,686,621,61,2,2,2
97,2022-08-22,1158,1065,82,0,11,2
151,2022-08-22,85,32,29,12,12,1
91,2022-08-22,15,2,2,10,1,1
1069,2022-08-22,836,824,6,0,6,1
1288,2022-08-29,93,73,14,0,6,2
1070,2022-08-29,3556,3521,14,1,20,1
1149,2022-08-29,2670,2619,46,3,2,3
1043,2022-08-29,567,562,1,0,4,3
90,2022-08-29,58,58,0,0,0,2
1042,2022-08-29,613,587,22,0,4,3
1098,2022-08-29,745,669,54,4,18,7
3,2022-09-05,5187,1022,79,710,3376,9
2,2022-09-05,886,881,4,0,1,3
1148,2022-09-05,1237,1132,68,4,33,2
1070,2022-09-05,1067,1061,3,0,3,1
1098,2022-09-05,2464,2238,103,5,118,8
1149,2022-09-05,1762,1758,0,3,1,3
958,2022-09-05,127,123,3,0,1,2
1,2022-09-12,4824,4475,149,57,143,4
1098,2022-09-12,1769,1532,118,11,108,7
1043,2022-09-12,545,544,1,0,0,1
219,2022-09-12,154,46,8,37,63,2
1224,2022-09-12,737,733,4,0,0,1
42,2022-03-07,363,167,111,0,85,4
3,2022-03-07,5821,5610,128,0,83,9
1,2022-03-07,490,479,11,0,0,2
50,2022-03-07,360,346,1,3,10,2
44,2022-03-14,18246,17886,337,0,23,4
63,2022-03-14,4511,4232,254,0,25,1
93,2022-03-14,7138,6765,76,0,297,3
110,2022-03-14,6698,6584,51,16,47,12
91,2022-03-14,69,12,20,27,10,1
72,2022-03-14,2403,1176,313,0,914,4
1024,2022-03-21,9567,9565,2,0,0,1
75,2022-03-21,25159,24464,693,0,2,2
1149,2022-03-21,205,57,29,42,77,1
3,2022-03-21,10937,10585,124,65,163,10
1098,2022-03-21,4231,2722,248,75,1186,7
50,2022-03-21,567,413,124,259,-229,2
1081,2022-03-21,74,4,58,1,11,1
49,2022-03-21,8,8,0,0,0,1
3,2022-03-28,8663,8550,57,42,14,10
99,2022-03-28,23,10,4,0,9,1
1098,2022-03-28,2233,1610,93,139,391,10
1312,2022-03-28,20,20,0,0,0,1
75,2022-03-28,3865,3514,309,1,41,4
1024,2022-03-28,6379,6364,14,0,1,1
1043,2022-03-28,142,29,17,21,75,1
1102,2022-03-28,242,152,3,0,87,3
110,2022-04-04,370,335,30,2,3,3
87,2022-04-04,24990,24804,107,0,79,4
91,2022-04-04,113,6,25,40,42,1
63,2022-04-04,7898,7615,258,3,22,3
72,2020-05-18,532,284,76,4,168,1
63,2020-05-18,199,199,0,0,0,1
53,2020-05-18,1017,436,441,26,114,4
1099,2020-05-18,764,734,3,6,21,1
91,2020-05-18,157,94,20,48,-5,3
964,2020-05-18,2564,36,392,39,2097,1
50,2020-05-25,7320,7125,138,8,49,4
1,2020-05-25,843,652,100,37,54,1
110,2020-06-01,2931,2739,114,2,76,5
72,2020-06-01,2605,2189,197,8,211,1
1132,2020-06-01,1989,1700,231,2,56,2
53,2020-06-01,306,122,130,21,33,3
81,2020-06-01,1190,0,35,0,1155,1
63,2020-06-01,9,1,0,9,-1,1
1053,2020-06-01,1052,1049,0,0,3,1
44,2020-06-01,15653,15089,269,0,295,5
44,2020-06-08,8682,8330,311,1,40,6
110,2020-06-08,1521,1430,59,2,30,5
69,2020-06-08,433,186,230,0,17,3
81,2020-06-08,217,0,13,0,204,1
1190,2020-06-08,687,556,98,2,31,1
1053,2020-06-08,1522,1466,30,2,24,5
72,2020-06-08,523,361,74,5,83,1
50,2020-06-15,8844,8593,86,31,134,5
89,2020-06-15,120,92,26,0,2,3
1100,2020-06-15,115,92,22,1,0,1
1100,2019-01-14,506,396,68,12,30,1
1042,2019-01-14,3095,3069,9,6,11,1
1100,2019-01-28,420,310,29,1,80,1
1132,2019-02-04,1281,408,709,29,135,2
110,2019-02-04,814,719,58,13,24,5
87,2019-02-04,188,162,11,0,15,1
93,2019-02-04,50,28,18,2,2,1
53,2019-02-04,167,39,101,13,14,2
91,2020-06-29,73,40,19,4,10,1
2,2020-07-06,30,4,26,0,0,3
5,2020-07-13,4,2,0,1,1,1
57,2020-07-13,43,40,3,0,0,2
91,2020-07-13,742,595,37,16,94,2
964,2020-07-13,3162,16,821,5,2320,1
72,2020-07-20,470,126,44,0,300,1
1038,2020-07-20,82,46,36,0,0,1
1,2017-01-30,11874,10512,1275,0,87,12
1096,2017-01-30,11421,11393,13,30,-15,2
1075,2017-01-30,17891,11457,6141,0,293,24
1074,2017-01-30,431,232,160,0,39,3
2,2017-01-30,171,77,77,12,5,5
219,2017-01-30,426,390,35,0,1,2
1096,2017-02-06,14049,14024,9,135,-119,2
1075,2017-02-06,15002,5475,9464,0,63,23
1081,2017-02-06,2454,1259,567,84,544,8
75,2017-02-06,297,169,67,0,61,3
1,2017-02-06,13329,7425,5865,1,38,27
219,2017-02-06,565,316,249,0,0,2
1057,2017-02-13,522,452,17,0,53,2
1080,2017-02-13,6,0,2,0,4,1
64,2017-02-13,73,61,0,0,12,2
1132,2017-02-13,908,129,488,37,254,1
86,2017-02-13,199,169,12,8,10,7
1132,2017-02-20,621,100,344,17,160,1
1078,2017-02-20,359,345,14,0,0,1
53,2017-02-20,5233,4900,279,2,52,11
44,2017-02-20,1713,1543,103,0,67,10
1080,2017-02-20,12,11,0,0,1,2
91,2017-02-20,67,12,32,10,13,1
1,2017-02-27,31842,31402,383,0,57,41
1075,2017-02-27,14162,13733,419,0,10,26
219,2017-02-27,5072,4929,131,0,12,8
1098,2017-02-27,281,266,8,2,5,2
1100,2017-02-27,5,0,0,4,1,1
1149,2017-02-27,319,7,39,30,243,1
75,2017-02-27,118,32,68,0,18,3
2,2017-02-27,132,7,85,0,40,3
1,2017-03-06,11698,11391,307,0,0,36
1075,2017-03-06,4659,4566,85,0,8,25
219,2017-03-06,3598,3435,162,0,1,8
1098,2017-03-06,3396,3071,205,16,104,2
1081,2017-03-06,1169,400,230,5,534,4
1074,2017-03-06,328,223,105,0,0,6
2,2017-03-06,492,456,29,0,7,4
1096,2017-03-06,4639,2850,1782,0,7,2
75,2017-03-06,169,143,21,0,5,11
1,2017-03-13,13418,13387,17,0,14,36
1098,2017-03-13,2676,2561,65,3,47,2
1096,2017-03-13,2963,1455,1435,1,72,7
219,2017-03-13,2249,2248,1,0,0,7
1075,2017-03-13,6187,6172,1,0,14,18
44,2017-03-20,308,269,24,7,8,4
1132,2017-03-20,240,49,160,3,28,1
110,2017-03-20,17224,17197,16,0,11,18
964,2017-03-20,141,1,2,58,80,1
58,2017-03-20,1813,1810,1,0,2,1
1098,2022-06-20,26957,26050,477,50,380,20
50,2022-06-20,4380,4355,14,0,11,2
1022,2022-06-20,2423,2206,177,2,38,1
3,2022-06-20,26667,25826,783,0,58,10
1043,2022-06-27,219,15,4,12,188,2
1098,2022-06-27,20680,20167,219,59,235,14
3,2022-06-27,17970,17270,674,2,24,10
42,2022-06-27,1563,1187,97,1,278,3
99,2022-06-27,31,31,0,0,0,1
50,2022-06-27,6309,6126,14,4,165,3
1024,2022-06-27,5013,5006,7,0,0,1
216,2022-06-27,1147,931,24,5,187,12
1070,2022-06-27,6473,6128,27,0,318,1
1018,2022-06-27,1145,627,45,0,473,1
958,2022-06-27,1240,1153,86,0,1,3
958,2022-07-04,919,716,202,0,1,4
1098,2022-07-04,5016,4856,94,0,66,11
216,2022-07-04,537,466,12,1,58,7
3,2022-07-04,3581,3507,54,0,20,6
42,2022-07-04,1807,1069,485,3,250,2
1018,2022-07-04,948,671,42,5,230,6
1022,2022-07-04,386,222,104,9,51,1
1070,2022-07-04,616,616,0,0,0,1
1102,2022-07-04,443,427,12,1,3,3
1024,2022-07-11,7095,7056,37,0,2,1
1070,2022-07-11,1520,1520,0,0,0,1
1098,2022-07-11,3451,3353,42,1,55,9
80,2022-07-11,422,216,11,1,194,2
3,2022-07-11,3650,3622,20,0,8,6
46,2022-07-18,593,301,237,2,53,1
44,2022-07-18,11922,11406,389,0,127,6
111,2022-07-18,113,111,0,0,2,1
87,2022-07-18,19313,19206,106,1,0,2
151,2023-04-10,1754,1606,139,0,9,1
63,2023-04-10,2011,1777,37,134,63,2
1004,2023-04-10,87,31,0,20,36,2
44,2023-04-10,4893,4624,248,0,21,7
3,2023-04-17,1339,1134,46,9,150,7
208,2023-04-17,2465,2434,3,4,24,4
1098,2023-04-17,2812,1743,614,76,379,12
1095,2023-04-17,573,553,1,2,17,3
49,2023-04-17,59,31,4,1,23,1
88,2023-04-24,787,741,0,6,40,6
97,2023-04-24,1607,1087,25,233,262,8
1132,2023-04-24,471,20,101,67,283,2
123,2023-04-24,3209,2452,688,0,69,1
151,2023-04-24,194,12,179,3,0,4
90,2022-06-20,149,149,0,0,0,2
1024,2022-06-20,9508,9474,34,0,0,1
2,2022-06-20,133,60,23,1,49,5
75,2022-06-20,17343,16656,684,0,3,2
963,2022-06-20,1508,520,963,1,24,1
1018,2022-06-20,1184,907,56,3,218,1
1022,2022-06-27,1477,1157,236,9,75,1
75,2022-06-27,8739,8341,393,0,5,2
1096,2022-06-27,647,616,30,0,1,1
1013,2022-06-27,160,156,0,0,4,1
219,2022-07-04,32,14,13,1,4,2
1024,2022-07-04,8390,8381,8,0,1,1
1065,2022-07-04,76,1,34,14,27,2
1100,2022-07-11,146,113,21,3,9,1
216,2022-07-11,977,271,0,2,704,4
1081,2022-07-11,46,29,5,0,12,1
42,2022-07-11,2121,1303,328,5,485,3
99,2022-07-11,31,19,4,0,8,1
93,2022-07-18,14693,14140,528,2,23,1
72,2022-07-18,5159,4664,489,1,5,2
1132,2022-07-18,665,79,265,66,255,2
1284,2025-04-21,381,372,1,0,8,1
1043,2025-04-21,48801,22077,448,16,26260,11
1,2025-04-21,230,60,118,36,16,1
1068,2025-04-21,1258,568,584,1,105,2
1070,2025-04-21,531,500,20,2,9,1
3,2025-04-21,2112,2103,2,7,0,6
1458,2025-04-21,4223,4191,26,0,6,20
66,2025-04-21,334,4,303,2,25,2
1524,2025-04-21,188,162,22,2,2,3
53,2025-04-28,1139,20,980,5,134,3
93,2025-04-28,2284,2147,129,1,7,2
1482,2025-04-28,1647,0,1341,0,306,2
63,2025-04-28,514,499,10,0,5,1
1132,2025-04-28,1126,21,768,10,327,3
110,2025-04-28,13720,13514,151,14,41,9
1057,2025-04-28,1764,1582,81,5,96,3
4,2025-04-28,27,14,8,6,-1,2
46,2025-04-28,100,86,5,0,9,1
1493,2025-04-28,487,314,132,16,25,19
71,2025-04-28,1609,1568,39,0,2,1
108,2025-04-28,37,13,21,1,2,2
71,2025-05-05,585,562,23,0,0,1
93,2025-05-05,2761,2714,45,0,2,2
1482,2025-05-05,1294,77,886,1,330,5
1057,2025-05-05,1285,1038,63,16,168,3
110,2025-05-05,13239,11381,746,33,1079,12
77,2025-05-05,301,257,33,2,9,2
97,2025-05-05,980,851,109,0,20,4
91,2025-05-05,161,10,100,8,43,1
1629,2025-05-05,1466,1418,21,1,26,1
53,2025-05-05,349,31,282,7,29,3
60,2025-05-05,2779,2403,331,13,32,1
1132,2025-05-05,569,56,208,51,254,2
46,2025-05-05,381,173,163,0,45,1
1284,2025-05-12,115,114,0,0,1,1
1054,2025-05-12,2233,2136,79,0,18,4
3,2025-05-12,1990,1974,6,3,7,5
1043,2025-05-12,4076,1577,56,1,2442,5
208,2025-05-12,1017,1003,14,0,0,1
75,2025-05-12,895,884,4,0,7,4
1098,2025-05-12,1172,1138,30,2,2,2
46,2024-07-01,368,329,39,0,0,1
1132,2024-07-01,709,13,265,129,302,2
92,2024-07-01,1534,1464,28,0,42,1
44,2024-07-01,3841,3587,227,1,26,2
1482,2024-07-01,9952,197,8118,2,1635,7
60,2024-07-01,30,23,4,0,3,1
1422,2024-07-01,161,137,19,2,3,2
1004,2024-07-01,355,308,39,0,8,2
1132,2024-07-08,501,10,139,37,315,2
1484,2024-07-08,1,1,0,0,0,2
1482,2024-07-08,12610,21,10007,0,2582,7
44,2024-07-08,3147,2896,244,2,5,2
46,2024-07-08,648,617,21,0,10,1
1071,2024-07-08,156,152,2,0,2,1
1188,2024-07-08,19,0,19,0,0,1
1210,2024-07-08,144,110,4,0,30,1
110,2024-07-08,1302,1182,81,5,34,9
1482,2024-07-15,7787,446,5285,0,2056,5
1100,2021-06-14,125,110,3,4,8,1
5,2019-05-13,34655,32692,538,19,1406,6
1144,2022-09-12,139,47,15,7,70,2
50,2022-03-28,521,362,5,252,-98,1
124,2020-05-18,1295,1195,71,16,13,1
1144,2023-04-17,2076,1689,106,8,273,4
964,2024-07-15,528,252,52,20,204,1
151,2024-07-15,7185,7071,104,2,8,1
110,2024-07-15,1450,1315,100,5,30,15
91,2024-07-15,60,1,12,0,47,1
1186,2024-07-15,623,622,0,0,1,1
1003,2024-07-15,47,12,14,0,21,1
1098,2024-07-22,322,221,48,1,52,3
135,2024-07-22,860,853,7,0,0,1
1068,2024-07-22,3965,3832,109,7,17,18
66,2024-07-22,2387,1818,230,0,339,3
1149,2024-07-22,22,0,0,4,18,1
42,2024-07-22,1155,0,895,0,260,2
1102,2024-07-29,472,67,330,0,75,3
1288,2024-07-29,1065,1025,30,0,10,1
88,2022-08-22,4444,4412,0,1,31,6
72,2022-08-22,1478,1463,15,0,0,1
1057,2022-08-22,9,0,3,0,6,1
3,2022-08-29,7998,3901,69,22,4006,8
128,2022-08-29,122,94,1,1,26,2
1102,2022-08-29,179,97,62,1,19,3
958,2022-08-29,108,108,0,0,0,1
1043,2022-09-05,93,85,1,3,4,2
1022,2022-09-05,1800,1713,71,1,15,1
99,2022-09-12,40,32,8,0,0,1
1148,2022-09-12,1282,932,64,29,257,3
1042,2022-09-12,1450,1262,145,0,43,4
3,2022-09-12,3328,1635,145,101,1447,9
958,2022-09-12,133,133,0,0,0,1
1196,2022-09-12,33,0,1,0,32,1
1099,2020-11-30,194,167,27,0,0,1
1099,2020-12-07,1419,1253,154,3,9,1
110,2020-12-07,1561,1487,30,23,21,7
4,2020-12-07,112,2,78,7,25,1
53,2020-12-07,1232,485,453,12,282,5
81,2020-12-07,2831,2831,0,0,0,1
110,2020-12-14,834,814,16,2,2,9
96,2020-12-14,139,4,11,53,71,2
88,2020-12-14,4142,3395,0,0,747,5
1096,2016-02-22,8980,8980,0,0,0,2
2,2016-02-22,4270,4090,158,2,20,5
1085,2016-02-22,237,223,9,1,4,2
1087,2016-02-29,126,59,15,26,26,4
91,2016-02-29,34,8,18,3,5,1
1053,2016-02-29,334,305,20,0,9,2
131,2016-03-07,50,42,0,7,1,1
1090,2016-03-07,243,217,16,4,6,1
1087,2016-03-14,398,356,4,0,38,4
44,2016-03-14,60,28,26,0,6,1
1132,2016-03-14,120,9,92,8,11,1
53,2016-03-14,470,373,96,1,0,2
4,2016-03-14,907,832,14,2,59,1
1090,2016-03-14,24,21,1,0,2,1
1090,2016-03-21,206,206,0,0,0,1
53,2020-11-30,444,252,163,2,27,4
110,2020-11-30,1213,1175,2,4,32,8
4,2020-11-30,476,10,418,21,27,2
1071,2020-12-07,236,104,29,56,47,1
1190,2020-12-07,2338,2309,23,0,6,3
88,2020-12-07,4321,2836,0,0,1485,1
1132,2020-12-07,504,373,64,5,62,2
100,2020-12-07,18,7,11,0,0,2
44,2020-12-07,6826,6445,300,0,81,5
119,2020-12-14,85,85,0,0,0,1
1190,2020-12-14,5,3,2,0,0,2
44,2020-12-14,1874,1873,1,0,0,4
1132,2020-12-14,731,523,130,4,74,2
91,2020-12-14,283,219,25,7,32,3
110,2016-11-28,4221,1286,2920,0,15,5
1132,2016-11-28,739,121,400,30,188,1
69,2016-11-28,878,868,3,0,7,5
1132,2016-12-05,449,11,329,41,68,1
5,2016-12-05,39,25,2,18,-6,2
58,2016-12-05,131,31,100,0,0,1
1096,2016-12-12,4063,3948,110,0,5,2
1100,2016-12-12,20,0,0,12,8,1
1075,2016-12-12,1018,749,267,0,2,5
1098,2016-12-12,1627,1597,13,4,13,2
1098,2016-12-19,769,692,26,18,33,2
90,2016-12-19,256,254,2,0,0,1
2,2016-12-19,453,423,3,0,27,1
1,2016-12-19,978,845,130,1,2,2
1132,2016-12-26,563,23,370,62,108,1
110,2016-12-26,2780,913,1840,0,27,5
964,2020-12-07,738,0,570,23,145,1
4,2020-12-14,77,2,7,43,25,2
1099,2020-12-14,181,134,45,0,2,1
1087,2016-11-28,204,202,1,0,1,2
5,2016-11-28,2362,2329,12,21,0,3
53,2016-12-05,167,105,7,12,43,4
1081,2016-12-12,1037,477,448,54,58,2
219,2016-12-12,1671,1592,78,0,1,3
1,2016-12-12,398,322,69,0,7,5
1096,2016-12-19,609,260,74,169,106,2
1081,2016-12-19,1612,1109,351,99,53,2
219,2016-12-19,5018,4552,454,0,12,5
1075,2016-12-19,676,536,140,0,0,2
1081,2016-02-22,300,3,251,24,22,1
1132,2016-02-29,43,0,41,1,1,1
53,2016-02-29,1417,1294,117,1,5,3
63,2025-11-10,1360,1261,92,0,7,2
1188,2025-11-10,108,0,107,1,0,1
93,2025-11-17,23354,21737,1084,2,531,2
1004,2025-11-17,229,193,31,0,5,2
1057,2025-11-17,9306,9175,122,2,7,3
1132,2025-11-17,2182,345,601,474,762,3
63,2025-11-17,1050,879,143,0,28,1
964,2025-11-17,1835,1018,487,20,310,1
110,2025-11-17,1680,1586,86,0,8,7
53,2025-11-17,20,1,4,9,6,3
1099,2025-11-17,504,456,44,0,4,1
97,2025-11-17,2652,2538,51,2,61,3
1186,2025-11-17,1335,874,286,3,172,1
99,2021-05-03,41,30,11,0,0,1
90,2021-05-03,13,12,0,0,1,1
1098,2021-05-03,38285,36541,594,247,903,15
1026,2021-05-03,52,8,35,5,4,1
63,2021-05-10,64,63,0,0,1,1
88,2021-05-10,3351,2666,45,2,638,4
91,2021-05-10,225,97,86,11,31,3
58,2021-05-10,221,46,140,0,35,2
1132,2021-05-10,471,277,104,23,67,3
88,2021-05-17,4179,3050,52,1,1076,4
4,2017-08-07,23757,22534,773,6,444,3
5,2017-08-07,43997,42146,1297,14,540,5
1099,2017-08-07,5103,5100,3,0,0,1
44,2017-08-07,4946,4890,54,0,2,3
60,2017-08-07,1009,1009,0,0,0,1
91,2017-08-07,2216,281,1395,101,439,2
86,2017-08-07,384,343,0,0,41,3
58,2017-08-07,155,149,6,0,0,1
53,2017-08-07,709,539,135,11,24,6
1071,2017-08-07,4968,4341,589,3,35,9
91,2017-08-14,1058,0,737,22,299,2
60,2017-08-14,722,722,0,0,0,1
110,2017-08-14,6653,6637,12,0,4,6
44,2017-08-14,7103,6905,3,0,195,3
58,2017-08-14,768,756,12,0,0,1
53,2017-08-14,160,120,39,1,0,4
4,2017-08-14,20285,19501,356,5,423,3
5,2017-08-14,42541,40886,1029,11,615,6
1057,2017-08-14,677,671,5,0,1,1
72,2017-08-14,406,96,131,36,143,6
1056,2017-08-14,14,13,0,0,1,1
86,2017-08-14,366,143,0,0,223,2
1090,2017-08-14,3126,2853,73,1,199,1
1132,2017-08-14,247,53,117,29,48,1
1098,2017-08-21,10015,9564,88,300,63,6
1075,2017-08-21,314,313,1,0,0,1
1,2017-08-21,4044,3877,167,0,0,5
1096,2017-08-21,1002,867,131,0,4,2
95,2017-08-21,932,870,60,0,2,1
1098,2017-08-28,6199,5833,185,111,70,5
1075,2017-08-28,693,685,7,0,1,2
219,2017-08-28,634,608,24,0,2,2
1096,2017-08-28,442,437,5,0,0,2
1100,2017-08-28,1166,889,123,22,132,1
1073,2017-08-28,286,279,5,0,2,3
95,2017-08-28,169,25,135,0,9,1
91,2020-12-07,450,383,48,6,13,2
53,2016-11-28,1102,788,39,4,271,3
2,2016-12-12,106,31,62,0,13,4
75,2016-12-12,212,132,61,12,7,5
1100,2016-12-19,8,0,0,3,5,1
92,2023-10-30,46,11,29,0,6,1
1105,2023-10-30,3884,3363,487,3,31,2
88,2023-10-30,730,722,0,17,-9,3
964,2023-10-30,1097,9,263,13,812,4
1422,2023-10-30,2322,2232,62,11,17,6
1071,2023-10-30,6646,5747,822,2,75,1
1057,2023-10-30,3060,3005,26,0,29,5
1422,2023-11-06,2964,2885,45,3,31,5
93,2023-11-06,169,62,29,2,76,1
127,2023-11-06,24,23,1,0,0,1
1132,2023-11-06,965,49,702,86,128,2
60,2023-11-06,161,117,43,0,1,2
1059,2023-11-06,347,209,134,1,3,5
1057,2023-11-06,891,877,13,0,1,3
44,2023-11-06,7051,7007,30,2,12,11
91,2023-11-06,50,1,28,4,17,1
1482,2023-11-06,1763,1744,9,2,8,7
1105,2023-11-06,5505,4916,526,17,46,2
4,2023-11-06,12,0,4,1,7,2
4,2023-11-13,61,13,41,3,4,2
67,2023-11-13,6988,6920,35,24,9,7
93,2023-11-13,1412,1304,70,0,38,1
1132,2023-11-13,4745,91,3875,460,319,2
44,2023-11-13,17520,17240,275,2,3,13
1482,2023-11-13,949,944,4,0,1,6
151,2023-11-13,3989,3821,157,6,5,5
91,2023-11-13,65,14,26,10,15,1
97,2023-11-13,1477,1314,147,10,6,4
50,2024-06-17,3051,1,0,2272,778,4
965,2024-06-17,715,668,32,0,15,2
135,2024-06-17,645,391,238,0,16,1
1054,2024-06-17,1747,1674,22,1,50,12
42,2024-06-17,860,0,727,0,133,2
1098,2024-06-17,3153,2190,8,938,17,6
49,2024-06-17,2093,1964,63,18,48,3
128,2024-06-17,39,4,31,2,2,1
1226,2024-06-17,1025,694,230,40,61,3
4,2024-06-24,3318,3141,145,6,26,6
93,2024-06-24,412,306,79,0,27,1
44,2024-06-24,20204,14623,1085,14,4482,6
110,2024-06-24,8797,8326,118,38,315,32
67,2024-06-24,1897,1812,39,11,35,4
964,2024-06-24,5010,423,3661,560,366,3
1132,2024-06-24,1541,28,781,200,532,2
1482,2024-06-24,7104,11,5389,1,1703,6
46,2024-06-24,552,504,48,0,0,1
1135,2024-06-24,250,248,2,0,0,1
71,2024-06-24,815,809,5,0,1,1
77,2024-06-24,529,492,22,2,13,2
110,2024-07-01,834,772,36,9,17,12
285,2024-07-01,1017,0,955,0,62,1
67,2024-07-01,2340,2216,24,31,69,4
964,2024-07-01,1709,99,1304,211,95,2
93,2024-07-01,556,534,6,5,11,3
1188,2024-07-01,1036,826,209,0,1,2
1099,2024-07-01,77,73,4,0,0,1
113,2024-07-01,26,9,15,0,2,1
4,2024-03-25,1189,1120,65,1,3,2
1482,2024-03-25,6332,1,4722,2,1607,7
1422,2024-03-25,4421,4093,218,3,107,3
44,2024-03-25,53101,50560,1464,6,1071,16
1188,2024-03-25,12279,11710,513,2,54,4
96,2024-03-25,172,134,34,0,4,1
5,2019-08-19,48657,44900,1047,18,2692,5
4,2019-08-19,22263,20436,740,3,1084,3
119,2019-08-19,13556,12684,397,11,464,5
110,2019-08-19,46,6,7,0,33,1
87,2019-08-19,135,104,29,0,2,1
91,2019-08-19,136,35,26,45,30,1
69,2019-08-26,383,0,167,0,216,1
4,2019-08-26,33283,31955,655,7,666,3
91,2019-08-26,101,23,7,54,17,1
119,2019-08-26,22548,21450,387,11,700,5
1190,2019-08-26,96,91,0,0,5,1
72,2019-08-26,763,752,10,1,0,1
110,2019-08-26,88,77,7,0,4,2
119,2019-09-02,22165,21045,509,9,602,5
110,2019-09-02,162,136,19,0,7,3
81,2019-09-02,261,0,42,6,213,1
71,2021-11-01,92,17,67,1,7,1
81,2021-11-01,1848,930,854,2,62,1
110,2021-11-01,1280,1206,50,2,22,2
964,2021-11-01,422,19,102,32,269,1
51,2021-11-01,158,158,0,0,0,1
3,2021-11-08,9977,8950,535,4,488,6
1098,2021-11-08,6832,5243,561,38,990,9
1,2021-11-08,3400,3144,115,71,70,2
219,2021-11-08,255,0,0,1,254,1
958,2021-11-08,1092,1040,39,0,13,2
1098,2021-11-15,8826,7423,375,38,990,9
958,2021-11-15,679,573,102,0,4,2
1132,2021-12-13,383,263,91,18,11,2
219,2021-12-20,217,0,0,0,217,1
1132,2021-12-27,440,64,319,10,47,2
67,2021-12-27,304,234,66,0,4,4
964,2021-12-27,345,8,77,58,202,1
4,2021-12-27,40,7,31,5,-3,1
1080,2016-12-05,384,81,245,0,58,1
1149,2016-12-19,30,0,3,16,11,1
50,2016-12-19,2514,2514,0,0,0,1
58,2016-12-26,124,2,121,0,1,1
964,2016-12-26,338,82,62,95,99,1
91,2016-03-07,25,12,11,2,0,1
90,2023-09-04,184,120,63,0,1,1
1095,2023-09-04,854,573,195,0,86,2
208,2023-09-04,1944,1337,604,0,3,3
1290,2023-09-04,324,26,134,65,99,11
958,2023-09-04,10254,10182,51,0,21,2
1149,2023-09-04,47,6,20,5,16,2
3,2023-09-04,12206,11699,146,232,129,8
2,2023-09-04,124,117,2,0,5,3
43,2023-09-04,498,0,495,0,3,1
67,2023-09-11,225,183,24,2,16,3
71,2023-09-11,6743,6310,2,0,431,1
86,2023-09-11,2620,2586,15,1,18,3
77,2023-09-11,1635,1358,211,5,61,5
1099,2023-09-11,4011,3893,69,0,49,1
951,2023-09-11,63,63,0,0,0,1
1057,2023-09-11,18859,18698,123,1,37,7
110,2023-09-11,4789,4601,144,12,32,6
44,2023-09-11,12691,12629,41,2,19,7
53,2023-09-11,348,174,67,14,93,5
92,2023-09-11,793,777,12,0,4,1
93,2023-09-11,2528,2303,104,1,120,2
88,2023-09-11,1439,1437,0,0,2,2
47,2023-09-11,666,666,0,0,0,1
1210,2023-09-11,77,66,5,0,6,1
1132,2023-09-11,241,36,36,109,60,2
57,2023-09-11,92,83,5,0,4,1
46,2023-09-11,2049,578,103,0,1368,4
97,2023-09-11,5129,4482,148,0,499,4
62,2023-09-11,522,0,0,103,419,1
285,2023-09-11,412,33,140,226,13,1
69,2023-09-11,525,56,287,154,28,2
91,2023-09-11,49,8,22,11,8,1
958,2023-09-18,6531,6385,115,17,14,2
1098,2023-09-18,14598,14263,134,4,197,7
3,2023-09-18,8232,7680,62,233,257,8
75,2023-09-18,3961,3953,2,0,6,3
1054,2023-09-04,77,76,1,0,0,2
1,2023-09-04,967,922,31,0,14,2
1043,2023-09-04,1876,1163,0,3,710,2
